,label,text,name
1918,2,"From: richmond@spiff.Princeton.EDU (Stupendous Man)
Subject: Interstellar T _is_ 3-4K; notes on Pluto/Charon talk and Pluto Mission
Originator: news@nimaster
Keywords: I goofed
Nntp-Posting-Host: spiff.princeton.edu
Organization: Princeton University
Lines: 73

   (sci.space readers can skip the first paragraph)

  Yesterday, in response to Henry Spencer's question about the 
temperature of a blackbody in interstellar space, I said ""Dust grains
acts as blackbodies, and they're at 40-150 K.""  Well, I was dead
wrong.  Our local interstellar dust expert, Bruce Draine, has
informed me that dust grains _aren't_ good radiators in the far IR,
which is why they are so warm; actually, the ambient radiation field
from distant stars can bring a true blackbody to only 3 or 4 Kelvin.
Sorry, Henry, and anyone else I misled.  Obviously, time for me to
take another ISM class :-(

  In other news, Alan Stern of the Southwest Research Institute gave
a talk on the Pluto-Charon binary system yesterday.  He gave a brief
overview of the currently-accepted system parameters (volume ratio of
about 8:1, mass ratio about 15:1 or so, plus lots more...) and then
gave his thoughts on the formation of Pluto-Charon.  His idea is 
that there were lots and lots of small planetesimals in the outer
solar system, with masses distributed as a power law of some kind;
over time, the planetesimals accreted into larger bodies.  Most got
scattered out of the solar system by close encounters with Jupiter
and Saturn, but many accreted into the gas giants, especially
Uranus and Neptune.  A large planetesimal was captured by Neptune -
we call it Triton [captured how?  Perhaps by a collision with a smaller,
already-existing Neptunian moon, perhaps by a very close passage through
Neptune's atmosphere - mondo aerobraking!].

  He notes that the two recently discovered ""Kuiper Belt"" objects,
1992 QB1 and 1993 FW, plus Chiron and Pholus, are all about the same 
mass, and he identifies this group as one-accretion-down from the
larger bodies of Triton and Pluto/Charon.  Pluto/Charon, he thinks,
formed when an impacting body hit proto-Pluto, knocking some material
into a ring around Pluto which later accreted in Charon; similar to
ideas about the formation of Earth's moon.  There is good evidence
from spectra that the surfaces of Pluto and Charon are very different
(Pluto has methane frost, Charon doesn't), which can be used as evidence
for the impact theory.

  He believes that there may be around 1000 Pluto-to-Chiron-sized objects
remaining in a relatively stable dynamical zone just outside Neptune's 
orbit, beyond 35 AU or so.  1992 QB1 and 1993 FW are the first members
of this population to be found, in his model.  Note that such bodies
will be very dark, since if their surfaces are covered with methane 
frost, it will have photolyzed into very dark, long-chain hydrocarbons
by now.  The reason that Pluto has such a high albedo (around 0.5, I think)
is that its surface warms up JUST enough around perihelion to sublimate,
and when the atmosphere freezes out again, thirty years later, it forms
bright, new frost.  So any bodies much farther away than 30 AU are going
to be very hard to see.

  I hope I haven't made any errors in the transcription; if you see
a howling mistake, it's undoubtedly mine, not his.

  By the way, he's one of the top guns behind the Pluto Fast Flyby
mission (I think), and said that the current plans are to use a
Titan 4 to send the probe on ""just about a rectilinear trajectory""
to Pluto (we were speaking loosely at the time...).  He'd like
to use a Proton, which gives a slightly smaller velocity but costs
MUCH less.  His figures: $500 Million for 2 Titan 4 launches (there
will be two separate probes, launched separately), or $120 Million
for 2 Proton launches.  He told a story about how the Soviets originally
offered to sell Proton launches for $30 Million each, but were forced
to increase their prices in the US in order to be allowed in the
marketplace.

  I'm just telling you what he said.

                          Michael

-- 
-----                                                    Michael Richmond
""This is the heart that broke my finger.""    richmond@astro.princeton.edu

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\sci.space\61413
1629,1,"From: ma_ind25@blurt.oswego.edu
Subject: Re: Ugliest Stance
Organization: SUNY College at Oswego, Oswego, NY
Lines: 4

I don't know.  I think Phil Plantier has the ugliest stance.  He looks like
he's sitting on the toilet.

Brian ""TBO"" Rosen
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104816
84,1,"From: rdetweil@boi.hp.com (Richard Detweiler)
Subject: Cards Mailing List?
Distribution: usa
Organization: Hewlett Packard
Lines: 9

Count me interested in a Cardinal's mailing list.  If anyone
finds one or starts one, please let me know.

Thanks,

Dick Detweiler

rdetweil@hpdmd48.boi.hp.com

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104323
1193,1,"From: boell@hpcc01.corp.hp.com (Donald P Boell)
Subject: Re: Rockies spoon-feed game to Mets
Organization: the HP Corporate notes server
Lines: 8

Is it just me, or does Bichette look totally lost in the outfield?  He 
misplayed Martinez fly-out into a double against the Expos, misplayed
Alou's single into a triple (Alou tagged out at 3rd after over-sliding 
the bag) and now he misplays another out into a 3 run triple...add in his
wonderful batting average and we have one heck of a player!

Don Boell

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104690
1831,2,"From: england@helix.nih.gov (Mad Vlad)
Subject: Satellite Capabilities-Patriot Games
Organization: Nat'l Inst of Health
Lines: 20

Hello netters,

   I'm new to this board and I thought this might be the best place
for my post.  I have a question regarding satellite technology seen
in the movie Patriot Games.  In the movies, the CIA utilizes its
orbitting sats to pinpoint a specific terrorist camp in N Africa.
The photos taken by the sats are stunning!  I know that sats are
capable of photographing the license plates of vehicles.  My
question is this:  The camp in question was taken out by the
British SAS.  And while the SAS was in action, the CIA team was
watching in the warroom back in Langley, VA.  The action of the SAS
was clear and appeared to be relayed via a sat.  The action was at
night and the photography appeared to be an x-ray type.  That is,
one could see the action within the tents/structures of the camp.
Does such techology exist and what is it's nature?  i.e., UV, IR,
x-ray, etc.

PS  Who wrote the book Patriot Games?

Mad Vlad
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\sci.space\62479
445,1,"From: mzimmers@netcom.com (Michael Zimmers)
Subject: Re: Why is Barry Bonds not batting 4th?
Organization: Netcom Online Communications Services (408-241-9760 login: guest)
Lines: 23

In article <franjion.735432623@spot.Colorado.EDU> franjion@spot.Colorado.EDU (John Franjione) writes:

>>As to whether it does him any good to have Bonds behind him, the 
>>net.stat.mavens will probably tell you there's no reason that it
>>should, but if he thinks it will, it might be a self-fulfilling
>>prophecy.

>I don't understand.  If it is Williams' lack of ability (which you say
>above, and I agree with) which causes him to swing at bad pitches, how
>will thinking that Bonds hitting behind him will help him to stop
>chasing bad pitches.

I didn't mean that it would necessarily help him improve at that
specific deficiency.  I meant that if having Bonds bat behind him
gives Williams (possibly unfounded) confidence, that might translate
into more hitting productivity.  But you're right -- if Williams'
biggest problem is more physical than mental, that's less likely
to make a difference.
-- 
|----------------------------------------------------------------------------|
| Michael Zimmers                                    |  Voice:  408 996 1965 |
| SoftHelp -- Suppliers to Software Developers       |  Data:   408 996 1974 |
|----------------------------------------------------------------------------|
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104876
544,0,"From: ch981@cleveland.Freenet.Edu (Tony Alicea)
Subject: Southern Baptist Convention & Freemasonry
Organization: Case Western Reserve University, Cleveland, OH (USA)
Lines: 51
Reply-To: ch981@cleveland.Freenet.Edu (Tony Alicea)
NNTP-Posting-Host: hela.ins.cwru.edu


     With the Southern Baptist Convention convening this June to consider
the charges that Freemasonry is incompatible with christianity, I thought
the following quotes by Mr. James Holly, the Anti-Masonic Flag Carrier,
would amuse you all...

     The following passages are exact quotes from ""The Southern 
Baptist Convention and Freemasonry"" by James L. Holly, M.D., President
of Mission and Ministry To Men, Inc., 550 N 10th St., Beaumont, TX 
77706. 
 
     The inside cover of the book states: ""Mission & Ministry to Men, 
Inc. hereby grants permission for the reproduction of part or all of 
this booklet with two provisions: one, the material is not changed and
two, the source is identified."" I have followed these provisions. 
  
     ""Freemasonry is one of the allies of the Devil"" Page iv. 
 
     ""The issue here is not moderate or conservative, the issue is God
and the Devil"" Page vi."" 
 
     ""It is worthwhile to remember that the formulators of public 
school education in America were Freemasons"" Page 29. 
 
     ""Jesus Christ never commanded toleration as a motive for His 
disciples, and toleration is the antithesis of the Christian message.""
Page 30. 
 
     ""The central dynamic of the Freemason drive for world unity 
through fraternity, liberty and equality is toleration. This is seen 
in the writings of the 'great' writers of Freemasonry"". Page 31. 
 
     ""He [Jesus Christ] established the most sectarian of all possible 
faiths."" Page 37. 
 
     ""For narrowness and sectarianism, there is no equal to the Lord 
Jesus Christ"". Page 40. 
 
     ""What seems so right in the interest of toleration and its 
cousins-liberty, equality and fraternity-is actually one of the 
subtlest lies of the 'father of lies.'"" Page 40. 
 
     ""The Southern Baptist Convention has many churches which were 
founded in the Lodge and which have corner stones dedicated by the 
Lodge. Each of these churches should hold public ceremonies of 
repentance and of praying the blood and the Name of the Lord Jesus 
Christ over the church and renouncing the oaths taken at the 
dedication of the church and/or building."" Page 53-54.  
 

Tony   
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\alt.atheism\53272
918,0,"From: livesey@solntze.wpd.sgi.com (Jon Livesey)
Subject: Re: After 2000 years, can we say that Christian Morality is
Organization: sgi
Lines: 23
NNTP-Posting-Host: solntze.wpd.sgi.com

In article <1qkq9t$66n@horus.ap.mchp.sni.de>, frank@D012S658.uucp (Frank O'Dwyer) writes:
|> 
|> I'll take a wild guess and say Freedom is objectively valuable.  I base
|> this on the assumption that if everyone in the world were deprived utterly
|> of their freedom (so that their every act was contrary to their volition),
|> almost all would want to complain.  Therefore I take it that to assert or
|> believe that ""Freedom is not very valuable"", when almost everyone can see
|> that it is, is every bit as absurd as to assert ""it is not raining"" on
|> a rainy day.  I take this to be a candidate for an objective value, and it
|> it is a necessary condition for objective morality that objective values
|> such as this exist.

My own personal and highly subjective opinion is that freedom
is a good thing.

However, when I here people assert that the only ""true"" freedom
is in following the words of this and that Messiah, I realise
that people don't even agree on the meaning of the word.

What does it mean to say that word X represents an objective
value when word X has no objective meaning?

jon.
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\53134
227,2,"From: tkelso@afit.af.mil (TS Kelso)
Subject: Two-Line Orbital Element Set:  Space Shuttle
Keywords: Space Shuttle, Orbital Elements, Keplerian
Organization: Air Force Institute of Technology
Lines: 18
Nntp-Posting-Host: scgraph.afit.af.mil

The most current orbital elements from the NORAD two-line element sets are
carried on the Celestial BBS, (513) 427-0674, and are updated daily (when
possible).  Documentation and tracking software are also available on this
system.  As a service to the satellite user community, the most current
elements for the current shuttle mission are provided below.  The Celestial
BBS may be accessed 24 hours/day at 300, 1200, 2400, 4800, or 9600 bps using
8 data bits, 1 stop bit, no parity.

Element sets (also updated daily), shuttle elements, and some documentation
and software are also available via anonymous ftp from archive.afit.af.mil
(129.92.1.66) in the directory pub/space.

STS 55     
1 22640U 93 27  A 93119.24999999  .00041555  00000-0  12437-3 0    90
2 22640  28.4657 249.3697 0008512 260.9747 152.1416 15.90732913   425
-- 
Dr TS Kelso                           Assistant Professor of Space Operations
tkelso@afit.af.mil                    Air Force Institute of Technology
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\sci.space\61421
1617,0,"From: vdp@mayo.edu (Vinayak Dutt)
Subject: Re:  Islam And Scientific Predictions (was
Reply-To: vdp@mayo.edu
Organization: Mayo Foundation/Mayo Graduate School :Rochester, MN
Lines: 53

In article H9r@ra.nrl.navy.mil,  khan@itd.itd.nrl.navy.mil (Umar Khan) writes:
##I strongly suggest that you look up a book called THE BIBLE, THE QURAN, AND
##SCIENCE by Maurice Baucaille, a French surgeon.  It is not comprehensive,
##but, it is well researched.  I imagine your library has it or can get it
##for you through interlibrary loan.
##

  I shall try to get hold of it (when I have time to read of course :-)

##In short, Dr Baucaille began investigating the Bible because of pre-
##ceived scientific inaccuracies and inconsistencies.  He assumed that
##some of the problems may have been caused by poor translations in by-
##gone days.  So, he read what he could find in Hebrew, Greek, Aramaic.
##What he found was that the problems didn't go away, they got worse.
##Then, he decided to see if other religions had the same problems.
##So, he picked up the Holy Qur'an (in French) and found similar prob-
##lems, but not as many.  SO, he applied the same logoic as he had
##with the Bible: he learned to read it in Arabic.  The problems he
##had found with the French version went away in Arabic.  He was unable
##to find a wealth of scientific statements in the Holy Qur'an, but,
##what he did find made sense with modern understanding.  So, he
##investigated the Traditions (the hadith) to see what they had to
##say about science.  they were filled with science problems; after
##all, they were contemporary narratives from a time which had, by
##pour standards, a primitive world view.  His conclusion was that,
##while he was impressed that what little the Holy Qur'an had to
##say about science was accurate, he was far more impressed that the
##Holy Qur'an did not contain the same rampant errors evidenced in
##the Traditions.  How would a man of 7th Century Arabia have known
##what *not to include* in the Holy Qur'an (assuming he had authored
##it)?  
##

    So in short the writer (or writers) of Quran decided to stay away from
science.  (if you do not open your mouth, then you don't put you foot into
your mouth either). 

   But then if you say Quran does not talk much about science, then one can
not make claims (like Bobby does) that you have great science in Quran.

   Basically I want to say that *none* of the religious texts are supposed to
be scientific treatises. So I am just requesting the theists to stop making
such wild claims.

--- Vinayak
-------------------------------------------------------
                                           vinayak dutt
                                   e-mail: vdp@mayo.edu

             standard disclaimers apply
-------------------------------------------------------


",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\53523
